logical_path,current_git,01-NUR-INTEGRATION-20260722,02-NUR-WT-BACKEND,03-NUR-G10-G15,04-NUR-FABLE-ROOT,05-NUR-FABLE-CONTROL-MATRIX,06-NUR-LIVE-TALK-PROOF,07-NUR-DEMO-TALK-FIXED,08-NUR-DEMO-COUSIN,09-NUR-OLDER-LOCAL,10-NUR-DOWNLOADS-SOURCE,n_snapshots,n_distinct_versions,verdict
apps/web/e2e/universe-lenses.spec.ts,dc87da6f4a6c,dc87da6f4a6c,dc87da6f4a6c,dc87da6f4a6c,dc87da6f4a6c,dc87da6f4a6c,dc87da6f4a6c,dc87da6f4a6c,dc87da6f4a6c,-,dc87da6f4a6c,9,1,IDENTICAL_EVERYWHERE
apps/web/e2e/v197-adjunct-forensic-style.spec.ts,734db312d5db,734db312d5db,734db312d5db,734db312d5db,734db312d5db,734db312d5db,734db312d5db,734db312d5db,734db312d5db,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/e2e/v197-adjuncts.spec.ts,b2bfaa39e258,b2bfaa39e258,b2bfaa39e258,b2bfaa39e258,b2bfaa39e258,b2bfaa39e258,b2bfaa39e258,b2bfaa39e258,b2bfaa39e258,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/e2e/v197-control-matrix.spec.ts,3d8d131ee1c2,3d8d131ee1c2,-,-,-,3d8d131ee1c2,-,-,-,-,-,2,1,IDENTICAL_EVERYWHERE
apps/web/e2e/v197-cool-black-galaxy-mandate.spec.ts,94d6f9f757b9,94d6f9f757b9,94d6f9f757b9,94d6f9f757b9,94d6f9f757b9,94d6f9f757b9,94d6f9f757b9,94d6f9f757b9,94d6f9f757b9,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/e2e/v197-core-routes-forensic.spec.ts,ac72af6d894a,ac72af6d894a,ac72af6d894a,ac72af6d894a,ac72af6d894a,ac72af6d894a,ac72af6d894a,ac72af6d894a,ac72af6d894a,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/e2e/v197-forensic-shell.spec.ts,78359670fae3,78359670fae3,78359670fae3,78359670fae3,78359670fae3,78359670fae3,78359670fae3,78359670fae3,78359670fae3,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/e2e/v197-host-parity.spec.ts,08bf4a8c233d,08bf4a8c233d,08bf4a8c233d,08bf4a8c233d,08bf4a8c233d,08bf4a8c233d,08bf4a8c233d,08bf4a8c233d,08bf4a8c233d,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/e2e/v197-language-wordmark.spec.ts,679bd869e93d,679bd869e93d,679bd869e93d,679bd869e93d,679bd869e93d,679bd869e93d,679bd869e93d,679bd869e93d,679bd869e93d,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/e2e/v197-performance-acceptance.spec.ts,1235e702e0c3,1235e702e0c3,1235e702e0c3,1235e702e0c3,1235e702e0c3,1235e702e0c3,1235e702e0c3,1235e702e0c3,1235e702e0c3,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/e2e/v197-performance.spec.ts,1bbd972d5275,1bbd972d5275,1bbd972d5275,1bbd972d5275,1bbd972d5275,1bbd972d5275,1bbd972d5275,1bbd972d5275,1bbd972d5275,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/e2e/v197-responsive-accessibility.spec.ts,e3b8391b6a76,e3b8391b6a76,e3b8391b6a76,e3b8391b6a76,e3b8391b6a76,e3b8391b6a76,e3b8391b6a76,e3b8391b6a76,e3b8391b6a76,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/e2e/v197-runtime-lifecycle.spec.ts,3f763a40d7bc,3f763a40d7bc,3f763a40d7bc,3f763a40d7bc,3f763a40d7bc,3f763a40d7bc,3f763a40d7bc,3f763a40d7bc,3f763a40d7bc,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/e2e/v197-star-brain.spec.ts,80a859fd7f94,80a859fd7f94,80a859fd7f94,80a859fd7f94,80a859fd7f94,80a859fd7f94,80a859fd7f94,80a859fd7f94,80a859fd7f94,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/e2e/v197-universe-lenses-forensic.spec.ts,f6dbbd46d8e6,f6dbbd46d8e6,f6dbbd46d8e6,f6dbbd46d8e6,f6dbbd46d8e6,f6dbbd46d8e6,f6dbbd46d8e6,f6dbbd46d8e6,f6dbbd46d8e6,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/e2e/visual-readiness.spec.ts,c7b98b10dedb,c7b98b10dedb,ce5328f7429f,ce5328f7429f,ce5328f7429f,911e2d1f2131,ce5328f7429f,ce5328f7429f,ce5328f7429f,-,1553c4090852,9,4,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/index.html,7212618da26b,7212618da26b,7212618da26b,7212618da26b,7212618da26b,7212618da26b,7212618da26b,7212618da26b,7212618da26b,a39943c5cca8,ccaf38937c58,10,3,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/package-lock.json,ABSENT,-,-,-,-,-,-,-,-,fddc9aa6fa92,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/package.json,e941b0e2c2a9,e941b0e2c2a9,e941b0e2c2a9,e941b0e2c2a9,e941b0e2c2a9,e941b0e2c2a9,e941b0e2c2a9,e941b0e2c2a9,e941b0e2c2a9,0df198ee7b1f,867f8dc127af,10,3,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/playwright.config.ts,b9040df872de,b9040df872de,b9040df872de,b9040df872de,b9040df872de,b9040df872de,b9040df872de,b9040df872de,b9040df872de,-,1686dce303f6,9,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/playwright.g04.config.ts,8293fa32175a,8293fa32175a,8293fa32175a,8293fa32175a,8293fa32175a,8293fa32175a,8293fa32175a,8293fa32175a,8293fa32175a,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/playwright.sandbox.config.ts,60494a75b68f,60494a75b68f,60494a75b68f,60494a75b68f,60494a75b68f,60494a75b68f,60494a75b68f,60494a75b68f,60494a75b68f,-,60494a75b68f,9,1,IDENTICAL_EVERYWHERE
apps/web/public/manifest.json,ABSENT,-,-,-,-,-,-,-,-,5040a1170394,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/public/manifest.webmanifest,2b87b209adb7,2b87b209adb7,2b87b209adb7,2b87b209adb7,2b87b209adb7,2b87b209adb7,2b87b209adb7,2b87b209adb7,2b87b209adb7,-,f5f123ef5d0c,9,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/public/nur-icon.svg,996a99cb8b29,996a99cb8b29,996a99cb8b29,996a99cb8b29,996a99cb8b29,996a99cb8b29,996a99cb8b29,996a99cb8b29,996a99cb8b29,b3f3667849f4,996a99cb8b29,10,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/public/offline.html,10227964271f,10227964271f,10227964271f,10227964271f,10227964271f,10227964271f,10227964271f,10227964271f,10227964271f,-,a434709a495c,9,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/public/robots.txt,757a8c6cb3c0,757a8c6cb3c0,757a8c6cb3c0,757a8c6cb3c0,757a8c6cb3c0,757a8c6cb3c0,757a8c6cb3c0,757a8c6cb3c0,757a8c6cb3c0,-,757a8c6cb3c0,9,1,IDENTICAL_EVERYWHERE
apps/web/public/service-worker.js,ea2b299b9a98,ea2b299b9a98,ea2b299b9a98,ea2b299b9a98,ea2b299b9a98,ea2b299b9a98,ea2b299b9a98,ea2b299b9a98,ea2b299b9a98,-,e58351297127,9,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/public/sw.js,ABSENT,-,-,-,-,-,-,-,-,90d8f2aef413,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/public/v197/NUR_V197_CHECKBOX_TICK_RESTORED.html,d4f7f2d3e4c8,d4f7f2d3e4c8,d4f7f2d3e4c8,d4f7f2d3e4c8,d4f7f2d3e4c8,d4f7f2d3e4c8,d4f7f2d3e4c8,d4f7f2d3e4c8,d4f7f2d3e4c8,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/scripts/rebuild-v197-canonical.mjs,c2e973e3ed7f,c2e973e3ed7f,c2e973e3ed7f,c2e973e3ed7f,c2e973e3ed7f,c2e973e3ed7f,c2e973e3ed7f,c2e973e3ed7f,c2e973e3ed7f,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/scripts/scope-v197.mjs,ABSENT,-,-,-,-,-,-,-,-,-,0448c95f69e5,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/scripts/visual-smoke.mjs,ABSENT,-,-,-,-,-,-,-,-,fb5bccb9bc65,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/App.vue,ABSENT,-,-,-,-,-,-,-,-,9dce15963633,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/__tests__/gate5-visual-law.test.ts,ABSENT,-,-,-,-,-,-,-,-,-,79fba73a18f7,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/__tests__/pwa-readiness.test.ts,b0041797e852,b0041797e852,b0041797e852,b0041797e852,b0041797e852,b0041797e852,b0041797e852,b0041797e852,b0041797e852,-,2071ff54215d,9,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/src/api/client.ts,ABSENT,-,-,-,-,-,-,-,-,01a0fb8ac4ae,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/app/AuthProvider.tsx,ABSENT,-,-,-,-,-,-,-,-,-,e6c72042d9ad,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/app/RuntimePreferences.tsx,ABSENT,-,-,-,-,-,-,-,-,-,7669360bb07e,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/app/TransitionDirector.tsx,ABSENT,-,-,-,-,-,-,-,-,-,2b87fa916229,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/app/guards.test.tsx,ABSENT,-,-,-,-,-,-,-,-,-,36dc6da78b77,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/app/guards.tsx,ABSENT,-,-,-,-,-,-,-,-,-,a6cedeb43564,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/app/worldFocus.tsx,ABSENT,-,-,-,-,-,-,-,-,-,458a629a72ec,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/assets/fonts/bodoni-moda-v28-latin-italic.woff2,2ad6213c0ab5,2ad6213c0ab5,2ad6213c0ab5,2ad6213c0ab5,2ad6213c0ab5,2ad6213c0ab5,2ad6213c0ab5,2ad6213c0ab5,2ad6213c0ab5,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/assets/fonts/bodoni-moda-v28-latin-normal.woff2,c032219ef636,c032219ef636,c032219ef636,c032219ef636,c032219ef636,c032219ef636,c032219ef636,c032219ef636,c032219ef636,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/assets/fonts/crimson-pro-v28-latin-italic.woff2,b3faa8f9ce36,b3faa8f9ce36,b3faa8f9ce36,b3faa8f9ce36,b3faa8f9ce36,b3faa8f9ce36,b3faa8f9ce36,b3faa8f9ce36,b3faa8f9ce36,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/assets/fonts/crimson-pro-v28-latin-normal.woff2,20ce4189b9e4,20ce4189b9e4,20ce4189b9e4,20ce4189b9e4,20ce4189b9e4,20ce4189b9e4,20ce4189b9e4,20ce4189b9e4,20ce4189b9e4,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/bridge/v197-api-auth-recovery.test.ts,8607bd063923,8607bd063923,8607bd063923,8607bd063923,8607bd063923,8607bd063923,8607bd063923,8607bd063923,8607bd063923,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/bridge/v197Accessibility.ts,1376a0fc4112,1376a0fc4112,1376a0fc4112,1376a0fc4112,1376a0fc4112,1376a0fc4112,1376a0fc4112,1376a0fc4112,1376a0fc4112,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/bridge/v197Adjuncts.ts,6a5b6e809a9b,6a5b6e809a9b,35f7fe32cdc5,35f7fe32cdc5,35f7fe32cdc5,6a5b6e809a9b,1ef31b93a998,35f7fe32cdc5,35f7fe32cdc5,-,-,8,3,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/src/bridge/v197ApiClient.ts,2bef0a06dff3,2bef0a06dff3,a96ed637c802,a96ed637c802,a96ed637c802,2bef0a06dff3,2bef0a06dff3,929895fcfd32,a96ed637c802,-,-,8,3,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/src/bridge/v197Bindings.ts,f0f46cdf402f,f0f46cdf402f,4ead65e4f76c,4ead65e4f76c,4ead65e4f76c,f0f46cdf402f,f0f46cdf402f,f0f46cdf402f,4ead65e4f76c,-,-,8,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/src/bridge/v197Brand.ts,a4118c28ae9a,a4118c28ae9a,a4118c28ae9a,a4118c28ae9a,a4118c28ae9a,a4118c28ae9a,a4118c28ae9a,a4118c28ae9a,a4118c28ae9a,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/bridge/v197Bridge.ts,8c5bf1196e18,8c5bf1196e18,8c5bf1196e18,8c5bf1196e18,8c5bf1196e18,8c5bf1196e18,8c5bf1196e18,8c5bf1196e18,8c5bf1196e18,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/bridge/v197Events.ts,246734e28dfb,246734e28dfb,246734e28dfb,246734e28dfb,246734e28dfb,246734e28dfb,246734e28dfb,246734e28dfb,246734e28dfb,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/bridge/v197Fonts.ts,0ecb9aa7bc4e,0ecb9aa7bc4e,0ecb9aa7bc4e,0ecb9aa7bc4e,0ecb9aa7bc4e,0ecb9aa7bc4e,0ecb9aa7bc4e,0ecb9aa7bc4e,0ecb9aa7bc4e,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/bridge/v197Hydration.ts,ab5bbee3d841,ab5bbee3d841,79b58a9e9638,79b58a9e9638,79b58a9e9638,ab5bbee3d841,ab5bbee3d841,ab5bbee3d841,79b58a9e9638,-,-,8,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/src/bridge/v197I18n.ts,79e6871b1601,79e6871b1601,79e6871b1601,79e6871b1601,79e6871b1601,79e6871b1601,79e6871b1601,79e6871b1601,79e6871b1601,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/bridge/v197Mutations.ts,83f6b609bb06,83f6b609bb06,83f6b609bb06,83f6b609bb06,83f6b609bb06,83f6b609bb06,83f6b609bb06,83f6b609bb06,83f6b609bb06,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/bridge/v197PerformanceProfile.ts,587e4ed35855,587e4ed35855,587e4ed35855,587e4ed35855,587e4ed35855,587e4ed35855,587e4ed35855,587e4ed35855,587e4ed35855,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/bridge/v197Polish.ts,55d3c42bf836,55d3c42bf836,55d3c42bf836,55d3c42bf836,55d3c42bf836,55d3c42bf836,55d3c42bf836,55d3c42bf836,55d3c42bf836,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/bridge/v197Rewards.ts,da9bd9884157,da9bd9884157,da9bd9884157,da9bd9884157,da9bd9884157,da9bd9884157,da9bd9884157,da9bd9884157,da9bd9884157,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/bridge/v197Selectors.ts,9806c0594cbd,9806c0594cbd,9806c0594cbd,9806c0594cbd,9806c0594cbd,9806c0594cbd,9806c0594cbd,9806c0594cbd,9806c0594cbd,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/bridge/v197StarBrain.ts,22b2d0b4f45e,22b2d0b4f45e,22b2d0b4f45e,22b2d0b4f45e,22b2d0b4f45e,22b2d0b4f45e,22b2d0b4f45e,22b2d0b4f45e,22b2d0b4f45e,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/bridge/v197StarSeal.ts,54e6c986774b,54e6c986774b,54e6c986774b,54e6c986774b,54e6c986774b,54e6c986774b,54e6c986774b,54e6c986774b,54e6c986774b,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/bridge/v197StreamClient.ts,27a94114ee93,27a94114ee93,ec58c8d08a6a,ec58c8d08a6a,ec58c8d08a6a,27a94114ee93,27a94114ee93,27a94114ee93,ec58c8d08a6a,-,-,8,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/src/bridge/v43StarBrainRuntime.js,ee34405b119b,ee34405b119b,ee34405b119b,ee34405b119b,ee34405b119b,ee34405b119b,ee34405b119b,ee34405b119b,ee34405b119b,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/components/ArrivalFlow.vue,ABSENT,-,-,-,-,-,-,-,-,ae57b16c7131,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/components/BidiText.tsx,ABSENT,-,-,-,-,-,-,-,-,-,f51f544fd2e2,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/components/ConstellationView.vue,ABSENT,-,-,-,-,-,-,-,-,c484ab7212f7,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/components/ConversationRoom.vue,ABSENT,-,-,-,-,-,-,-,-,07518485347f,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/components/ExactMiniStar.tsx,ABSENT,-,-,-,-,-,-,-,-,-,4e978b52bd12,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/components/GalaxyScene.vue,ABSENT,-,-,-,-,-,-,-,-,721a7d71caaa,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/components/GlowSaveDialog.vue,ABSENT,-,-,-,-,-,-,-,-,a1251b3ad572,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/components/IntroSequence.vue,ABSENT,-,-,-,-,-,-,-,-,ab144ac3d024,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/components/JournalLens.vue,ABSENT,-,-,-,-,-,-,-,-,9a1a67de827d,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/components/LanguageSelector.vue,ABSENT,-,-,-,-,-,-,-,-,2aff761af0aa,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/components/MasterStar.tsx,ABSENT,-,-,-,-,-,-,-,-,-,488f0829aea6,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/components/MemoryVault.vue,ABSENT,-,-,-,-,-,-,-,-,f58d7070100a,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/components/MessageStream.vue,ABSENT,-,-,-,-,-,-,-,-,9d0480ad47f3,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/components/MoodAndIntentPicker.vue,ABSENT,-,-,-,-,-,-,-,-,04654ba4c57b,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/components/NURWordmark.tsx,ABSENT,-,-,-,-,-,-,-,-,-,70daff3cd1f6,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/components/PlanLens.vue,ABSENT,-,-,-,-,-,-,-,-,1d4c08e6f9a6,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/components/QuietRoom.vue,ABSENT,-,-,-,-,-,-,-,-,499f49a08a8c,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/components/ReflectionCard.vue,ABSENT,-,-,-,-,-,-,-,-,256742039338,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/components/SettingsPanel.vue,ABSENT,-,-,-,-,-,-,-,-,daf0c6df6592,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/components/TodayLens.vue,ABSENT,-,-,-,-,-,-,-,-,73c28abda643,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/galaxy/GalaxyProvider.tsx,ABSENT,-,-,-,-,-,-,-,-,-,60b11956d3ed,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/galaxy/engine.d.ts,ABSENT,-,-,-,-,-,-,-,-,-,fce2c3487502,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/galaxy/engine.js,ABSENT,-,-,-,-,-,-,-,-,-,4eeefa613343,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/index.css,ABSENT,-,-,-,-,-,-,-,-,-,01ba4719c80b,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/lib/api.test.ts,ABSENT,-,-,-,-,-,-,-,-,-,6209d1122d63,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/lib/api.ts,ABSENT,-,-,-,-,-,-,-,-,-,048d6955662b,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/lib/i18n.test.ts,64739bce8366,64739bce8366,64739bce8366,64739bce8366,64739bce8366,64739bce8366,64739bce8366,64739bce8366,64739bce8366,-,64739bce8366,9,1,IDENTICAL_EVERYWHERE
apps/web/src/lib/i18n.ts,9e4edda2d37c,9e4edda2d37c,9e4edda2d37c,9e4edda2d37c,9e4edda2d37c,9e4edda2d37c,9e4edda2d37c,9e4edda2d37c,9e4edda2d37c,-,89dd83bafcb6,9,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/src/lib/offlineDrafts.ts,ABSENT,-,-,-,-,-,-,-,-,-,14cdf0ee88ff,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/lib/orbitState.tsx,ABSENT,-,-,-,-,-,-,-,-,-,034d0120969a,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/lib/quietSound.ts,ABSENT,-,-,-,-,-,-,-,-,-,937b5d03ebf9,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/main.ts,cbffe32eefbe,cbffe32eefbe,cbffe32eefbe,cbffe32eefbe,cbffe32eefbe,cbffe32eefbe,cbffe32eefbe,cbffe32eefbe,cbffe32eefbe,fbaa16be011f,-,9,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/src/main.tsx,ABSENT,-,-,-,-,-,-,-,-,-,3af4fa5e542d,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/routes/CapsuleRoom.tsx,ABSENT,-,-,-,-,-,-,-,-,-,39e2ac0e55ae,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/routes/Landing.tsx,ABSENT,-,-,-,-,-,-,-,-,-,cfaf32d5466c,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/routes/universe/Journal.tsx,ABSENT,-,-,-,-,-,-,-,-,-,0d20199d8777,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/routes/universe/Omega.tsx,ABSENT,-,-,-,-,-,-,-,-,-,a7c5c20f4844,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/routes/universe/Plan.tsx,ABSENT,-,-,-,-,-,-,-,-,-,dd707eff434d,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/routes/universe/Systems.tsx,ABSENT,-,-,-,-,-,-,-,-,-,ee8786303dcf,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/routes/universe/Talk.tsx,ABSENT,-,-,-,-,-,-,-,-,-,0a22dda2d4e9,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/routes/universe/Today.tsx,ABSENT,-,-,-,-,-,-,-,-,-,4eaac779c3d8,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/routes/universe/UniverseLayout.tsx,ABSENT,-,-,-,-,-,-,-,-,-,43065f346931,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/routes/universe/UniverseLenses.tsx,ABSENT,-,-,-,-,-,-,-,-,-,b716dbda6ef2,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/routes/universe/shell/AddSystemModal.tsx,ABSENT,-,-,-,-,-,-,-,-,-,aad1b426aa3c,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/routes/universe/shell/GlobalComposer.tsx,ABSENT,-,-,-,-,-,-,-,-,-,a87f69c859d1,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/routes/universe/shell/MobileTabs.tsx,ABSENT,-,-,-,-,-,-,-,-,-,e7675490fb53,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/routes/universe/shell/ScopeModal.tsx,ABSENT,-,-,-,-,-,-,-,-,-,8e83dbce8006,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/routes/universe/shell/ShareOrbitSheet.tsx,ABSENT,-,-,-,-,-,-,-,-,-,fa8442690ae8,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/routes/universe/shell/ToastLayer.tsx,ABSENT,-,-,-,-,-,-,-,-,-,a3438285684b,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/routes/universe/shell/UniverseContextRail.tsx,ABSENT,-,-,-,-,-,-,-,-,-,29d55f50abdc,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/routes/universe/shell/UniverseRail.tsx,ABSENT,-,-,-,-,-,-,-,-,-,dae046f4cb61,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/routes/universe/shell/UniverseTopbar.tsx,ABSENT,-,-,-,-,-,-,-,-,-,b91c1680e589,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/scenes/galaxyPresets.ts,ABSENT,-,-,-,-,-,-,-,-,407ff9e477ae,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/stores/useNurStore.ts,ABSENT,-,-,-,-,-,-,-,-,9df483535a6c,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/styles/global.css,ABSENT,-,-,-,-,-,-,-,-,e65dbbb124d6,7d82863366eb,2,2,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/styles/nur-motion-tokens.css,ABSENT,-,-,-,-,-,-,-,-,-,30658c7dae48,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/styles/scoping.test.ts,ABSENT,-,-,-,-,-,-,-,-,-,8b9118d6d738,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/styles/v197-adjunct-forensic.css,b4b58005729c,b4b58005729c,f2197f50bbf8,f2197f50bbf8,f2197f50bbf8,b4b58005729c,f2197f50bbf8,f2197f50bbf8,f2197f50bbf8,-,-,8,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/src/styles/v197-base.css,ABSENT,-,-,-,-,-,-,-,-,-,9ed7c00b15a7,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/styles/v197-cosmic-skin.css,92f1157a11a4,92f1157a11a4,92f1157a11a4,92f1157a11a4,92f1157a11a4,92f1157a11a4,92f1157a11a4,92f1157a11a4,92f1157a11a4,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/src/styles/v197-entry-scoped.css,ABSENT,-,-,-,-,-,-,-,-,-,7b29f79bc586,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/src/styles/v197-entry.css,ABSENT,-,-,-,-,-,-,-,-,-,c7021126c4a8,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
